Undefined,#genre#
石景山电视台_(1080p)_[Not_24/7],https://live.sjsrm.com/bjsjs/sd/live.m3u8
福山生活_(576p)_[Not_24/7],http://live.jiaodong.net:82/tvfushan/hls/tv_shenghuo.m3u8
福州广播电视台新闻综合频道_(FZTV-1)_(1080p),http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州广播电视台都市生活频道_(FZTV-3)_(1080p),http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州电视台少儿频道_(FZTV-少儿)_(1080p),http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
万州影视文艺_(576p)_[Not_24/7],http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道_(576p),http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
万州综合频道_(576p),http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
积石山电视台_(1080p),http://117.156.28.119/270000001111/1110000152/index.m3u8
篮球资讯_(576p),http://223.110.245.139/PLTV/4/224/3221227023/index.m3u8
娄底综合_(720p),http://119.39.242.52:1935/live/zonghe/playlist.m3u8
精品电影_(1080p),http://183.207.248.71/cntv/live1/jdianying/jdianying
纪实人文_(1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
纯享4K_(2160p),http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
继续教育_(576p),http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
罗山电视台_(1080p)_[Not_24/7],http://live.dxhmt.cn:9081/tv/11521-1.m3u8
置业_(576p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8
耀才财经_(288p),http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
肃州电视台_(1080p),http://117.156.28.119/270000001111/1110000123/index.m3u8
芜湖公共_(576p),http://live1.wuhubtv.com/channel3/sd/live.m3u8
芜湖新闻综合_(576p),http://live1.wuhubtv.com/channel1/sd/live.m3u8
芜湖生活_(576p),http://live1.wuhubtv.com/channel2/sd/live.m3u8
荣昌综合_(404p)_[Not_24/7],http://183.64.181.25:40023/rongchang01.m3u8
莒县图文频道_(720p),http://61.162.225.122:8181/live/test3.m3u8
莒县电视一套_(576p),http://61.162.225.122:8181/live/test1.m3u8
莒县电视二套_(576p)_[Not_24/7],http://61.162.225.122:8181/live/test2.m3u8
萍乡公共频道_(1080p)_[Not_24/7],http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv3stream.m3u8
萍乡教育频道_(480p),http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv2stream.m3u8
萍乡新闻综合_(576p)_[Not_24/7],http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv1stream.m3u8
萧山新闻综合_(720p)_[Not_24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
蓬安新闻综合_(720p)_[Not_24/7],http://palive.patv123.com:8091/live/xwpd_800K.m3u8
芜湖教育频道_(576p),http://live1.wuhubtv.com/channel4/sd/live.m3u8
萧山生活频道_(720p)_[Not_24/7],https://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
西安丝路_(404p)_[Not_24/7],http://stream2.xiancity.cn/xatv5/playlist.m3u8
西安乐购购物_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv6/playlist.m3u8
西安商务资讯_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv3/playlist.m3u8
西安影视_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv4/playlist.m3u8
西安新闻_(1080p)_[Not_24/7],http://stream2.xiancity.cn/xatv1/playlist.m3u8
西安白鸽_(180p)_[Not_24/7],http://stream2.xiancity.cn/xatv2/playlist.m3u8
西藏卫视_(576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
贵州卫视_(576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
辛集新闻频道_(480p)_[Not_24/7],http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
辛集生活频道_(480p)_[Not_24/7],http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8
辽宁卫视_(1080p),http://39.134.39.37/PLTV/88888888/224/3221226209/index.m3u8
辽源新闻综合,https://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8
通化新闻,https://stream2.jlntv.cn/tonghua1/sd/live.m3u8
邗江资讯_(576p),http://223.110.245.139/PLTV/4/224/3221227154/index.m3u8
邢台城生,http://222.223.119.21:8888/newlive/live/hls/55/live.m3u8
邢台综合,http://222.223.119.21:8888/newlive/live/hls/54/live.m3u8
酒泉新闻综合_(576p),http://117.156.28.119/270000001111/1110000001/index.m3u8
重庆卫视_(1080p),http://118.81.195.79:9003/hls/22/index.m3u8
金昌公共频道_(240p),http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌综合频道_(720p),http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金鹰卡通_(576p),http://223.110.241.149:6610/gitv/live1/G_JINYING/G_JINYING/1.m3u8
长乐综合,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
长春综合,https://stream2.jlntv.cn/jlcc/sd/live.m3u8
长沙地铁移动,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8
长沙女性,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8
长沙经贸,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8
长沙购物,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_354.m3u8
陕西卫视_(576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
随州综合_(720p)_[Not_24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8
随州农村_(720p)_[Not_24/7],http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8
集安综合,https://stream2.jlntv.cn/ja/sd/live.m3u8
霸州公共频道_(576p)_[Not_24/7],http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
霸州少儿频道_(576p)_[Not_24/7],http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
青海卫视_(1080p),http://live.geermurmt.com/qhws/sd/live.m3u8
靖江新闻综合_(480p)_[Not_24/7],http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
静宁综合_(1080p),http://117.156.28.119/270000001111/1110000147/index.m3u8
风尚购物_(1080p),http://183.207.248.71/cntv/live1/fengshanggw/fengshanggw
高台电视台_(1080p),http://117.156.28.119/270000001111/1110000146/index.m3u8
高清电影_(1080p),http://39.134.19.76/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
鹤壁新闻综合_(480p)_[Not_24/7],http://pili-live-hls.hebitv.com/hebi/hebi.m3u8
鹤峰综合,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
鹿泉一套_(576p)_[Not_24/7],http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
鹿泉二套_(576p)_[Not_24/7],http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
黑龙卫视_(1080p),http://223.110.243.169/PLTV/3/224/3221227252/index.m3u8
黑龙江_(1080p),http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫_(1080p),http://183.207.248.71/cntv/live1/HD-2500k-1080P-heilongjiangstv/HD-2500k-1080P-heilongjiangstv
黑龙江卫视_(2160p),http://118.81.195.79:9003/hls/31/index.m3u8
CGTN_French_(1080p),http://145.239.5.177/214/index.m3u8
Lanzhou_Comprehensive_News_Channel,https://liveplus.lzr.com.cn/xwzh/HD/live.m3u8
Lanzhou_Culture_&_Tourism_Channel,https://liveplus.lzr.com.cn/wlpd/HD/live.m3u8
